variable_name,variable_label,avail_from_dt,table_name
LLC_ID,None,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
mcs_llc_fid_e,Encrypted Family/Household anonymised ID for LLC,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
PNUM,Person Number for Main or (Proxy)Partner respondent,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
AELIG00,Eligibility for Interview,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ARESP00,Response to Interview,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDRES00,respondent identity and interview status,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDAGI00,Respondent Age at Interview,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDGAI00,Respondent Age at Interview (grouped),2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDAGB00,Respondent age at birth of CM,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDGAB00,Respondent age at birth of CM (grouped),2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDEEA00,Respondent's Ethnic Group inc back-coding (England),2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDEWA00_R30,Respondent's Ethnic Group inc back-coding (Wales)    [counts less than 30 recoded],2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDESA00_R30,Respondent's Ethnic Group inc back-coding (Scotland) [counts less than 30 recoded],2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDENA00,Respondent's Ethnic Group inc back-coding (N Ireland),2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD06E00,Respondent's Ethnic Group - 6 category Census,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD11E00,Respondent's Ethnic Group - 11 category Census,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD08E00,Respondent's Ethnic Group - 8 category classification,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDNVQ00,Respondent NVQ highest level,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDRRG00_R30,Respondent: Religion - combined GB & NI  [counts less than 30 recoded],2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDACT00,Respondents Economic Activity Status,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDWRK00,DV Whether main respondent is in work or not,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD17S00,Respondent NS-SEC full version,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD13S00,Respondent NS-SEC major categories,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD07S00,Respondent NS-SEC 7 classes,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD05S00,Respondent NS-SEC 5 classes,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADAOTI00,Main Interview outcome code,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADAENG00,ADMIN Main interview in english or other language,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADALAN00,ADMIN Language of main interview,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADATRA00,Who translated interview?,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADWGTK00,Weight of respondent in Kilos At interview,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADHGTM00,Height of respondent in Metres,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDBMI00,BMI of respondent at interview,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADWGBK00,Weight of respondent in Kilos before CM born,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADBMIPRE,BMI of respondent before CM born,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD17C00,DV NS-SEC full version (last known job),2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD13C00,DV NS-SEC major categories (last known job),2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD07C00,DV NS-SEC 7 classes (last known job),2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADD05C00,DV NS-SEC 5 classes (last known job),2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADDRLG00,Respondent religion - 7 category,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
ADACAQ00,NVQ equivalent of highest Academic qualification,2022-01-02 21:27:50.130,mcs1_parent_derived_v0001_20211101
