,Source,Block Name,Variable Name,Variable Description,Value,Value Description
759718,MCS,mcs1_hhgrid,study_id_e,,,
759719,MCS,mcs1_hhgrid,pnum,Person number within an MCS family (excl Cohort Members,,
759720,MCS,mcs1_hhgrid,aelig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,-1.0,Not applicable
759721,MCS,mcs1_hhgrid,aelig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,1.0,Main Interview
759722,MCS,mcs1_hhgrid,aelig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,2.0,Partner Interview
759723,MCS,mcs1_hhgrid,aelig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,3.0,Partner Proxy Interview
759724,MCS,mcs1_hhgrid,aelig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,4.0,Not eligible for interview
759725,MCS,mcs1_hhgrid,aresp00,Response in survey: Whether respondent (of ELIG) participated in interview,-1.0,Not applicable
759726,MCS,mcs1_hhgrid,aresp00,Response in survey: Whether respondent (of ELIG) participated in interview,1.0,Main Interview
759727,MCS,mcs1_hhgrid,aresp00,Response in survey: Whether respondent (of ELIG) participated in interview,2.0,Partner Interview
759728,MCS,mcs1_hhgrid,aresp00,Response in survey: Whether respondent (of ELIG) participated in interview,3.0,Partner Proxy Interview
759729,MCS,mcs1_hhgrid,aresp00,Response in survey: Whether respondent (of ELIG) participated in interview,4.0,No interview
759730,MCS,mcs1_hhgrid,acnum00,Cohort Member number within an MCS family,1.0,1st Cohort Member of the family
759731,MCS,mcs1_hhgrid,acnum00,Cohort Member number within an MCS family,2.0,2nd Cohort Member of the family
759732,MCS,mcs1_hhgrid,acnum00,Cohort Member number within an MCS family,3.0,3rd Cohort Member of the family
759733,MCS,mcs1_hhgrid,ahintm00,Interview Date (month),-1.0,Not applicable
759734,MCS,mcs1_hhgrid,ahinty00,Interview Date (year),-1.0,Not applicable
759735,MCS,mcs1_hhgrid,ahcsex00,Cohort Member Sex,-1.0,Not applicable
759736,MCS,mcs1_hhgrid,ahcsex00,Cohort Member Sex,1.0,Male
759737,MCS,mcs1_hhgrid,ahcsex00,Cohort Member Sex,2.0,Female
759738,MCS,mcs1_hhgrid,ahcdbm00,Cohort Member Date of Birth (month),-1.0,Not applicable
759739,MCS,mcs1_hhgrid,ahcdby00,Cohort Member Date of Birth (year),-1.0,Not applicable
759740,MCS,mcs1_hhgrid,ahcage00,CM Age at interview (days),-1.0,Not applicable
759741,MCS,mcs1_hhgrid,ahcprs00,CM Present in Sweep 1,-1.0,Not applicable
759742,MCS,mcs1_hhgrid,ahcprs00,CM Present in Sweep 1,1.0,Present
759743,MCS,mcs1_hhgrid,ahpsex00,Person Sex,-2.0,Unknown
759744,MCS,mcs1_hhgrid,ahpsex00,Person Sex,-1.0,Not applicable
759745,MCS,mcs1_hhgrid,ahpsex00,Person Sex,1.0,Male
759746,MCS,mcs1_hhgrid,ahpsex00,Person Sex,2.0,Female
759747,MCS,mcs1_hhgrid,ahpdbm00,Person Date of Birth (month),-2.0,Unknown
759748,MCS,mcs1_hhgrid,ahpdbm00,Person Date of Birth (month),-1.0,Not applicable
759749,MCS,mcs1_hhgrid,ahpdby00,Person Date of Birth (year),-2.0,Unknown
759750,MCS,mcs1_hhgrid,ahpdby00,Person Date of Birth (year),-1.0,Not applicable
759751,MCS,mcs1_hhgrid,ahpres00,Present in Sweep 1,-1.0,Not applicable
759752,MCS,mcs1_hhgrid,ahpres00,Present in Sweep 1,1.0,Present
759753,MCS,mcs1_hhgrid,ahpage00,Person Age (years),-2.0,Unknown
759754,MCS,mcs1_hhgrid,ahpage00,Person Age (years),-1.0,Not applicable
759755,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,-9.0,Refusal
759756,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,-8.0,Dont Know
759757,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,-1.0,Not available
759758,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,1.0,Husband/Wife
759759,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,2.0,Partner/Cohabitee
759760,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,3.0,Natural son/daughter
759761,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,4.0,Adopted son/daughter
759762,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,5.0,Foster son/daughter
759763,MCS,mcs1_hhgrid,ahcrel00,Relationship to Cohort Member,6.0,Step-son/ step-daughter
