,Source,Block Name,Variable Name,Variable Description,Value,Value Description
806816,MCS,mcs4_hhgrid,study_id_e,,,
806817,MCS,mcs4_hhgrid,pnum,Person number within an MCS family (excl Cohort Members,-1.0,Not applicable
806818,MCS,mcs4_hhgrid,delig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,-1.0,Not applicable
806819,MCS,mcs4_hhgrid,delig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,1.0,Main Interview
806820,MCS,mcs4_hhgrid,delig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,2.0,Partner Interview
806821,MCS,mcs4_hhgrid,delig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,3.0,Proxy Interview
806822,MCS,mcs4_hhgrid,delig00,Eligibility for survey: Whether resp eligible for role of Main /(Proxy)Partner,4.0,Not eligible
806823,MCS,mcs4_hhgrid,dresp00,Response in survey: Whether respondent (of ELIG) participated in interview,-1.0,Not applicable
806824,MCS,mcs4_hhgrid,dresp00,Response in survey: Whether respondent (of ELIG) participated in interview,1.0,Main Interview
806825,MCS,mcs4_hhgrid,dresp00,Response in survey: Whether respondent (of ELIG) participated in interview,2.0,Partner Interview
806826,MCS,mcs4_hhgrid,dresp00,Response in survey: Whether respondent (of ELIG) participated in interview,3.0,Proxy Interview
806827,MCS,mcs4_hhgrid,dresp00,Response in survey: Whether respondent (of ELIG) participated in interview,4.0,No Interview
806828,MCS,mcs4_hhgrid,dcnum00,Cohort Member number within an MCS family,1.0,1st Cohort Member of the family
806829,MCS,mcs4_hhgrid,dcnum00,Cohort Member number within an MCS family,2.0,2nd Cohort Member of the family
806830,MCS,mcs4_hhgrid,dcnum00,Cohort Member number within an MCS family,3.0,3rd Cohort Member of the family
806831,MCS,mcs4_hhgrid,dhintm00,Interview Date (month),-1.0,Not applicable
806832,MCS,mcs4_hhgrid,dhinty00,Interview Date (year),-1.0,Not applicable
806833,MCS,mcs4_hhgrid,dhcsex00,Cohort Member Sex,-9.0,Refusal
806834,MCS,mcs4_hhgrid,dhcsex00,Cohort Member Sex,-8.0,Don't Know
806835,MCS,mcs4_hhgrid,dhcsex00,Cohort Member Sex,-1.0,Not applicable
806836,MCS,mcs4_hhgrid,dhcsex00,Cohort Member Sex,1.0,Male
806837,MCS,mcs4_hhgrid,dhcsex00,Cohort Member Sex,2.0,Female
806838,MCS,mcs4_hhgrid,dhcdbm00,Cohort Member Date of Birth (month),-1.0,Not applicable
806839,MCS,mcs4_hhgrid,dhcdby00,Cohort Member Date of Birth (year),-1.0,Not applicable
806840,MCS,mcs4_hhgrid,dhcage00,CM Age at interview (days),-1.0,Not applicable
806841,MCS,mcs4_hhgrid,dhcprs00,CM Present in Sweep 4,-9.0,Refusal
806842,MCS,mcs4_hhgrid,dhcprs00,CM Present in Sweep 4,-8.0,Don't Know
806843,MCS,mcs4_hhgrid,dhcprs00,CM Present in Sweep 4,-1.0,Not applicable
806844,MCS,mcs4_hhgrid,dhcprs00,CM Present in Sweep 4,1.0,Yes
806845,MCS,mcs4_hhgrid,dhcprs00,CM Present in Sweep 4,2.0,Left
806846,MCS,mcs4_hhgrid,dhcprs00,CM Present in Sweep 4,3.0,Died
806847,MCS,mcs4_hhgrid,dhcprs00,CM Present in Sweep 4,4.0,Never in HH
806848,MCS,mcs4_hhgrid,dhcful00,CM Resident full-time or part-time,-1.0,Not applicable
806849,MCS,mcs4_hhgrid,dhcful00,CM Resident full-time or part-time,1.0,Yes - lives here all the time
806850,MCS,mcs4_hhgrid,dhcful00,CM Resident full-time or part-time,2.0,No - also lives somewhere else
806851,MCS,mcs4_hhgrid,dhpsex00,Person Sex,-9.0,Refusal
806852,MCS,mcs4_hhgrid,dhpsex00,Person Sex,-8.0,Don't Know
806853,MCS,mcs4_hhgrid,dhpsex00,Person Sex,-1.0,Not applicable
806854,MCS,mcs4_hhgrid,dhpsex00,Person Sex,1.0,Male
