,Source,Block Name,Variable Name,Variable Description,Value,Value Description
23977,BCS70,bcs10_housing,study_id_e,,,
23978,BCS70,bcs10_housing,hhgno,sortkey: Loop ID,,
23979,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,-9.0,Refused
23980,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,-8.0,Not known
23981,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,-1.0,Not applicable
23982,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,1.0,January
23983,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,2.0,February
23984,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,3.0,March
23985,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,4.0,April
23986,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,5.0,May
23987,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,6.0,June
23988,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,7.0,July
23989,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,8.0,August
23990,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,9.0,September
23991,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,10.0,October
23992,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,11.0,November
23993,BCS70,bcs10_housing,b10homedm,When moved out of address or stopped travelling â€“ Month,12.0,December
23994,BCS70,bcs10_housing,b10homedy,When moved out of address or stopped travelling â€“ year,-9.0,Refused
23995,BCS70,bcs10_housing,b10homedy,When moved out of address or stopped travelling â€“ year,-8.0,Not known
23996,BCS70,bcs10_housing,b10homedy,When moved out of address or stopped travelling â€“ year,-1.0,Not applicable
23997,BCS70,bcs10_housing,b10homei,Whether next moved to current address,-9.0,Refused
23998,BCS70,bcs10_housing,b10homei,Whether next moved to current address,-8.0,Not known
23999,BCS70,bcs10_housing,b10homei,Whether next moved to current address,-1.0,Not applicable
24000,BCS70,bcs10_housing,b10homei,Whether next moved to current address,1.0,Current address
24001,BCS70,bcs10_housing,b10homei,Whether next moved to current address,2.0,Somewhere else
24002,BCS70,bcs10_housing,b10homei,Whether next moved to current address,3.0,SPONTANEOUS: Began having no fixed add.
24003,BCS70,bcs10_housing,b10addfx2,Whether had fixed address,-9.0,Refused
24004,BCS70,bcs10_housing,b10addfx2,Whether had fixed address,-8.0,Not known
24005,BCS70,bcs10_housing,b10addfx2,Whether had fixed address,-1.0,Not applicable
24006,BCS70,bcs10_housing,b10addfx2,Whether had fixed address,1.0,Yes
24007,BCS70,bcs10_housing,b10addfx2,Whether had fixed address,2.0,No
24008,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,-9.0,Refused
24009,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,-8.0,Not known
24010,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,-1.0,Not applicable
24011,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,1.0,Wanted to buy
24012,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,2.0,Wanted larger home
24013,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,3.0,Wanted smaller home
24014,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,4.0,Wanted better home
24015,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,5.0,Job changed/to be nearer work
24016,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,6.0,Moved for health reasons
24017,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,7.0,Moved to better area
24018,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,8.0,For children's education
24019,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,9.0,Wanted place of own
24020,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,10.0,Due to a relationship breakdown
24021,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,11.0,Due to a new relationship
24022,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,12.0,Moved in with friends or family
24023,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,13.0,To be nearer relatives
24024,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,14.0,Needed cheaper home/couldnâ€™t afford
24025,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,15.0,Other reason (PLEASE SPECIFY)
24026,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,18.0,L.lord to sell/ end lease/ L.lord probs
24027,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,50.0,Inherited property
24028,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,51.0,Financial reasons eg. Equity release
24029,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,52.0,Lld selling/lease end/bad rel with Lld
24030,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,53.0,Harassment/Problems with neighbours
24031,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,94.0,Other specific answer
24032,BCS70,bcs10_housing,b10homeg,Main reason moved out of address,95.0,Vague / Irrelevant answer
24033,BCS70,bcs10_housing,v3,None,,
24034,BCS70,bcs10_housing,avail_from_dt,,,
