,Source,Block Name,Variable Name,Variable Description,Value,Value Description
716266,GENSCOT,DEMOGRAPHICS,study_id_e,,,
716267,GENSCOT,DEMOGRAPHICS,sex,sex,F,female
716268,GENSCOT,DEMOGRAPHICS,sex,sex,M,male
716269,GENSCOT,DEMOGRAPHICS,yob,year of birth,,Year of Birth
716270,GENSCOT,DEMOGRAPHICS,mob,month of birth,,"1 ,..., 12 [Month of Birth]"
716271,GENSCOT,DEMOGRAPHICS,appt,Date of appointment,,Date of appointment
716272,GENSCOT,DEMOGRAPHICS,avail_from_dt,,,
