,Source,Block Name,Variable Name,Variable Description,Value,Value Description
1199882,TRACKC19,basicInfo,study_id_e,,,
1199883,TRACKC19,basicInfo,consented,Date consented to TRACK_COVID,,
1199884,TRACKC19,basicInfo,sex,sex,1.0,male
1199885,TRACKC19,basicInfo,sex,sex,2.0,female
1199886,TRACKC19,basicInfo,age,age at consent,,
1199887,TRACKC19,basicInfo,ht,height (metres),,
1199888,TRACKC19,basicInfo,ethnicity,ethnicity,,
1199889,TRACKC19,basicInfo,avail_from_dt,,,
